Zipcode,Latitude,Longitude,City,County,Metro,State,MedianPriceAll,MedianPrice1Bed,MedianPrice2Bed,MedianPrice3Bed,MedianPrice4Bed,MedianPrice5PlusBed
30701,34.492384,-84.958336,Calhoun,Gordon,Calhoun,GA,128400,,80300,130100,219200,
30705,34.744142,-84.731404,Chatsworth,Murray,Dalton,GA,120100,,,118100,,
30707,34.771941,-85.359193,Chickamauga,Walker,Chattanooga,GA,110300,,,119100,,
30710,34.953194,-84.911171,Varnell,Whitfield,Dalton,GA,150100,,,146600,,
30720,34.733644,-85.000824,Dalton,Whitfield,Dalton,GA,136000,,85200,128600,230300,
30721,34.788636,-84.916082,Dalton,Whitfield,Dalton,GA,113000,,78400,119300,142300,
30725,34.924777,-85.352675,Flintstone,Walker,Chattanooga,GA,123000,,,,,
30728,34.684875,-85.22579,Lafayette,Walker,Chattanooga,GA,95400,,,108700,,
30735,34.602883,-84.882661,Industrial,Gordon,Calhoun,GA,110000,,,115700,,
30736,34.902663,-85.13397,Ringgold,Catoosa,Chattanooga,GA,148400,,,151400,227600,
30739,34.805931,-85.215984,Rock Spring,Walker,Chattanooga,GA,142500,,,148700,,
30740,34.757276,-85.072036,Rocky Face,Whitfield,Dalton,GA,145600,,,145100,,
30741,34.952685,-85.281297,Fairview,Walker,Chattanooga,GA,89300,,69800,101000,124300,
30742,34.950584,-85.243239,Fort Oglethorpe,Catoosa,Chattanooga,GA,112900,,,119800,,
30747,34.502597,-85.302791,Summerville,Chattooga,Summerville,GA,78300,,,,,
30750,34.941414,-85.388227,Lookout Mountain,Walker,Chattanooga,GA,221900,,,,,
30753,34.58228,-85.2858,Trion,Chattooga,Summerville,GA,71600,,,,,
30755,34.86803,-85.04275,Tunnel Hill,Whitfield,Dalton,GA,115600,,,120700,,
30757,34.935801,-85.441516,Wildwood,Dade,Chattanooga,GA,98000,,,,,
30802,33.601364,-82.299939,Appling,Columbia,Augusta,GA,192300,,104700,177800,327400,
30805,33.279569,-82.191791,Augusta,Richmond,Augusta,GA,75200,,,84700,,
30809,33.55603,-82.170395,Evans,Columbia,Augusta,GA,230100,,89800,187400,255000,347700
30813,33.471668,-82.220051,Grovetown,Columbia,Augusta,GA,164200,,88800,151300,188600,266000
30814,33.440353,-82.299698,Harlem,Columbia,Augusta,GA,121000,,84100,122600,207900,
30815,33.287235,-82.088937,Augusta,Richmond,Augusta,GA,93100,,65900,86000,147100,216100
30901,33.437213,-81.956156,Augusta,Richmond,Augusta,GA,44900,39100,39400,48200,63100,126900
30904,33.478289,-82.014102,Augusta,Richmond,Augusta,GA,78900,41000,52100,85200,145500,297700
30906,33.346732,-81.967703,Augusta,Richmond,Augusta,GA,64400,39800,44400,64200,95300,111600
30907,33.523809,-82.085688,Martinez,Columbia,Augusta,GA,144700,,88600,137800,238000,429500
30909,33.470481,-82.083045,Augusta,Richmond,Augusta,GA,134800,,86500,131200,180900,267400
31005,32.544201,-83.597459,Bonaire,Houston,Warner Robins,GA,143900,,,127100,221700,284400
31008,32.665346,-83.785924,Byron,Peach,Warner Robins,GA,133400,,110800,128000,179300,217300
31021,32.493427,-82.943054,Dublin,Laurens,Dublin,GA,103400,,,151500,231100,
31028,32.6312,-83.6963,Centerville,Houston,Warner Robins,GA,125200,,,109100,221100,
31030,32.570683,-83.890124,Fort Valley,Peach,Warner Robins,GA,77700,,,75700,121600,
31032,33.011683,-83.569169,Gray,Jones,Macon,GA,133500,,,140500,209800,
31046,33.054338,-83.796097,Juliette,Monroe,Macon,GA,178400,,,184000,,
31047,32.46728,-83.595342,Kathleen,Houston,Warner Robins,GA,177800,,,156300,214700,293100
31052,32.789015,-83.840075,Lizella,Bibb,Macon,GA,142100,,96100,134500,187500,
31061,33.077282,-83.246171,Milledgeville,Baldwin,Milledgeville,GA,129200,,,149900,,
31064,33.286297,-83.702346,Monticello,Jasper,Atlanta,GA,98900,,,109700,187900,
31069,32.440068,-83.748603,Perry,Houston,Warner Robins,GA,111700,,62200,104000,182200,277600
31088,32.579353,-83.650325,Warner Robins,Houston,Warner Robins,GA,120300,,61600,106400,198700,279900
31089,32.850766,-82.860314,Tennille,Washington,,GA,99000,,,,,
31093,32.647873,-83.657206,Warner Robins,Houston,Warner Robins,GA,69100,,51000,72900,131400,
31204,32.848513,-83.674775,Macon,Bibb,Macon,GA,75700,,58400,77400,122100,160100
31210,32.907633,-83.735052,Macon,Bibb,Macon,GA,172200,,82900,137200,239500,365100
31211,32.901115,-83.576267,Macon,Bibb,Macon,GA,90700,,58300,80800,116400,
31216,32.729664,-83.68534,Macon,Bibb,Macon,GA,130800,,91500,127500,168700,
31217,32.844147,-83.500044,Macon,Bibb,Macon,GA,67400,,,60800,79500,
31220,32.872019,-83.809688,Macon,Bibb,Macon,GA,134600,,123700,114100,240600,306500
31301,31.750629,-81.60235,Allenhurst,Liberty,Hinesville,GA,124100,,,123800,,
31302,32.121659,-81.341739,Bloomingdale,Chatham,Savannah,GA,152800,,90500,142500,,
31303,32.505422,-81.313427,Clyo,Effingham,Savannah,GA,154500,,,,,
31312,32.307479,-81.403826,Guyton,Effingham,Savannah,GA,175900,,,,,
31313,31.844789,-81.612554,Hinesville,Liberty,Hinesville,GA,116900,,,115300,160900,117200
31320,31.765504,-81.368411,Midway,Liberty,Hinesville,GA,164200,,,167700,,
31321,32.185059,-81.659775,Pembroke,Bryan,Savannah,GA,143100,,117200,142200,194700,
31322,32.109885,-81.255465,Pooler,Chatham,Savannah,GA,178100,,121500,167900,231600,273900
31324,31.851496,-81.262181,Richmond Hill,Bryan,Savannah,GA,229100,,155500,196700,,325300
31326,32.2952,-81.229931,Rincon,Effingham,Savannah,GA,170900,,,163300,,
31328,32.011169,-80.865603,Tybee Island,Chatham,Savannah,GA,380500,,320400,416100,636200,891300
31329,32.425638,-81.350634,Springfield,Effingham,Savannah,GA,138100,,,,,
31401,32.074679,-81.088261,Savannah,Chatham,Savannah,GA,243200,209700,230200,247700,327000,760900
31404,32.051559,-81.049211,Savannah,Chatham,Savannah,GA,88200,,72900,106000,149500,212800
31405,32.039396,-81.179116,Savannah,Chatham,Savannah,GA,160800,,112600,163100,335200,443200
31406,31.980523,-81.08519,Savannah,Chatham,Savannah,GA,157600,,106000,151200,350700,613300
31407,32.186053,-81.192148,Port Wentworth,Chatham,Savannah,GA,137100,,67300,135800,183400,
31408,32.11755,-81.184333,Garden City,Chatham,Savannah,GA,115000,,80700,125500,158800,
31410,32.028784,-80.992683,Wilmington Island,Chatham,Savannah,GA,244800,86500,143700,239100,356600,732800
31411,31.942991,-81.034651,Skidaway Island,Chatham,Savannah,GA,486800,,349100,466300,645700,928600
31415,32.078546,-81.126056,Savannah,Chatham,Savannah,GA,62200,,,66700,98300,
31419,31.997154,-81.230649,Savannah,Chatham,Savannah,GA,156400,,110500,152800,230600,283300
31501,31.223623,-82.350198,Waycross,Ware,Waycross,GA,69400,,,80800,,
31503,31.20402,-82.41992,Waycross,Ware,Waycross,GA,83900,,,111900,134800,
31512,31.545696,-83.018356,Ambrose,Coffee,Douglas,GA,108700,,,,,
31519,31.684697,-82.879186,Broxton,Coffee,Douglas,GA,115800,,,,,
31520,31.180919,-81.493973,Brunswick,Glynn,Brunswick,GA,75200,,,79000,113800,
31522,31.257252,-81.342026,Saint Simons Island,Glynn,Brunswick,GA,353500,161600,250000,354800,,
31523,31.212645,-81.616811,Brunswick,Glynn,Brunswick,GA,182500,,98100,167900,265800,303600
31525,31.3211,-81.526435,Brunswick,Glynn,Brunswick,GA,139300,,108100,135500,205100,215600
31533,31.560258,-82.828039,Douglas,Coffee,Douglas,GA,84800,,,,,
31535,31.459466,-82.867497,Douglas,Coffee,Douglas,GA,110500,,,,,
31545,31.663955,-81.934173,Jesup,Wayne,Jesup,GA,110700,,,116500,,
31546,31.509811,-81.777301,Jesup,Wayne,Jesup,GA,105700,,,107100,,
31548,30.796163,-81.698233,Kingsland,Camden,St. Marys,GA,149100,,129100,139900,177200,213500
31554,31.486069,-82.620813,Nicholls,Coffee,Douglas,GA,91700,,,,,
31555,31.705666,-82.080662,Odum,Wayne,Jesup,GA,141300,,,,,
31558,30.899344,-81.427587,Saint Marys,Camden,St. Marys,GA,160000,,122400,149000,207500,249800
31569,30.896489,-81.697139,Woodbine,Camden,St. Marys,GA,170600,,,163700,227900,
31601,30.758721,-83.319023,Valdosta,Lowndes,Valdosta,GA,68600,,,79000,,
31602,30.868774,-83.342695,Valdosta,Lowndes,Valdosta,GA,122800,,,114500,214600,
31605,30.929823,-83.223032,Valdosta,Lowndes,Valdosta,GA,133000,,,122600,177000,
31606,30.806085,-83.190044,Valdosta,Lowndes,Valdosta,GA,123500,,,,,
31632,30.987018,-83.360313,Hahira,Lowndes,Valdosta,GA,156400,,,130500,,
31636,30.730986,-83.111372,Lake Park,Lowndes,Valdosta,GA,145400,,,148100,,
31701,31.552695,-84.159214,Albany,Dougherty,Albany,GA,49700,,39400,48500,133500,
31705,31.51689,-84.042942,Albany,Dougherty,Albany,GA,58700,,40700,58000,91500,
31707,31.586919,-84.206431,Albany,Dougherty,Albany,GA,84200,,48600,81700,146400,
31709,32.064806,-84.123242,Americus,Sumter,Americus,GA,79100,,,75200,139700,
31721,31.52526,-84.301465,Albany,Dougherty,Albany,GA,141600,,69800,119800,211600,330900
31744,31.341346,-83.901613,Doerun,Colquitt,Moultrie,GA,86500,,,,,
31757,30.871249,-83.903185,Thomasville,Thomas,Thomasville,GA,151500,,,147200,233900,
31763,31.750045,-84.139141,Leesburg,Lee,Albany,GA,140800,,109200,135800,211600,315400
31768,31.189103,-83.841107,Moultrie,Colquitt,Moultrie,GA,79500,,,96600,,
31771,31.248233,-83.654247,Norman Park,Colquitt,Moultrie,GA,94000,,,,,
31788,31.111441,-83.676797,Moultrie,Colquitt,Moultrie,GA,125300,,,141800,,
31792,30.770798,-84.043704,Thomasville,Thomas,Thomasville,GA,100400,,,125000,229400,
31793,31.462511,-83.593543,Tifton,Tift,Tifton,GA,147400,,,152300,236800,
31794,31.445884,-83.452678,Tifton,Tift,Tifton,GA,113400,,,138300,226900,
31804,32.662266,-84.913411,Cataula,Harris,Columbus,GA,198500,,,177200,259500,
31807,32.63823,-84.800836,Ellerslie,Harris,Columbus,GA,207400,,,182900,233900,
31808,32.631102,-85.0132,Hamilton,Harris,Columbus,GA,220900,,,186300,244700,350000
31811,32.740952,-84.928172,Hamilton,Harris,Columbus,GA,194300,,146000,177700,256200,
31820,32.579419,-84.82469,Midland,Muscogee,Columbus,GA,228400,,,200100,236000,343300
31822,32.864979,-84.910348,Pine Mountain,Harris,Columbus,GA,149500,,,144800,286600,
31826,32.792963,-84.703286,Shiloh,Harris,Columbus,GA,132300,,,136200,,
31829,32.562698,-84.731611,Waverly Hall,Harris,Columbus,GA,240300,,,187600,281400,
31830,32.900708,-84.729063,Warm Springs,Meriwether,Atlanta,GA,113000,,,113800,,
31831,32.685573,-84.706837,Waverly Hall,Harris,Columbus,GA,191200,,,156000,246200,
31833,32.8429,-85.091845,West Point,Troup,LaGrange,GA,106500,,,116900,171400,
31901,32.465313,-84.980285,Columbus,Muscogee,Columbus,GA,70600,56600,69300,91900,129200,
31903,32.414148,-84.954244,Columbus,Muscogee,Columbus,GA,50300,,,54600,67100,
31904,32.554638,-85.010012,Columbus,Muscogee,Columbus,GA,110800,,58200,105100,222900,434000
31906,32.467811,-84.950173,Columbus,Muscogee,Columbus,GA,74000,,50700,70600,182200,290000
31907,32.482037,-84.901475,Columbus,Muscogee,Columbus,GA,81300,,60600,73600,125900,172100
31909,32.548807,-84.924106,Columbus,Muscogee,Columbus,GA,133400,,81400,124100,187900,231700
32003,30.095584,-81.710162,Fleming Island,Clay,Jacksonville,FL,258900,74800,115100,227300,298900,390600
32008,29.926064,-82.914379,Branford,Suwannee,,FL,133700,,,,,
32009,30.422502,-81.973824,Bryceville,Nassau,Jacksonville,FL,208600,,,198900,232900,
32011,30.571111,-81.839579,Callahan,Nassau,Jacksonville,FL,197500,,126200,185200,243100,299600
32024,30.092008,-82.730993,Lake City,Columbia,Lake City,FL,156800,,111500,154200,237500,
32025,30.107103,-82.579118,Lake City,Columbia,Lake City,FL,114300,,79900,116000,160800,
32033,29.788112,-81.434324,Elkton,Saint Johns,Jacksonville,FL,229100,,,229200,292800,
32034,30.609692,-81.49172,Fernandina Beach,Nassau,Jacksonville,FL,331600,254600,254300,328100,406800,552600
32038,29.935072,-82.69201,Fort White,Columbia,Lake City,FL,156300,,124900,161700,249100,
32040,30.243515,-82.238887,Glen Saint Mary,Baker,Jacksonville,FL,175700,,,,,
32043,29.937041,-81.732588,Green Cove Springs,Clay,Jacksonville,FL,190300,,92800,166000,225000,301300
32046,30.701206,-81.916595,Hilliard,Nassau,Jacksonville,FL,169400,,119300,165600,216800,
32055,30.270103,-82.62413,Lake City,Columbia,Lake City,FL,91900,,59100,80600,249300,
32058,30.107546,-82.106933,Lawtey,Bradford,,FL,88300,,,,,
32064,30.295625,-82.984108,Live Oak,Suwannee,,FL,85300,,,,,
32065,30.152238,-81.797016,Orange Park,Clay,Jacksonville,FL,181700,71900,87400,151900,215700,284300
32068,30.083262,-81.890855,Middleburg,Clay,Jacksonville,FL,166000,50000,125800,153700,211900,278300
32071,30.058118,-82.955835,O Brien,Suwannee,,FL,128900,,,,,
32073,30.169821,-81.739144,Orange Park,Clay,Jacksonville,FL,166400,,90200,160100,221700,304900
32080,29.818745,-81.27286,Butler Beach,Saint Johns,Jacksonville,FL,318200,,280600,369700,542900,921300
32081,30.131197,-81.40784,Ponte Vedra,Saint Johns,Jacksonville,FL,350900,,,274600,316500,353200
32082,30.125226,-81.369578,Ponte Vedra Beach,Saint Johns,Jacksonville,FL,477300,,176800,374500,749200,982400
32084,29.918419,-81.367545,Saint Augustine,Saint Johns,Jacksonville,FL,176000,90700,115900,181000,338000,
32086,29.766738,-81.30637,Saint Augustine,Saint Johns,Jacksonville,FL,215200,,164500,230900,316600,
32091,29.929564,-82.127579,Starke,Bradford,,FL,95700,,,111600,,
32092,29.939406,-81.508166,Saint Augustine,Saint Johns,Jacksonville,FL,269100,,136500,234800,287900,372000
32095,30.022752,-81.406577,Saint Augustine,Saint Johns,Jacksonville,FL,292300,,,194200,370100,567200
32097,30.661202,-81.618793,Yulee,Nassau,Jacksonville,FL,196000,,155300,184800,225600,270200
32110,29.428804,-81.339209,Bunnell,Flagler,Daytona Beach,FL,133800,,79600,,,
32112,29.431746,-81.565573,Crescent City,Putnam,Palatka,FL,109000,,59100,133300,,
32113,29.409977,-82.089218,Citra,Marion,Ocala,FL,177900,,84200,201700,,
32114,29.192394,-81.046774,Daytona Beach,Volusia,Daytona Beach,FL,91300,53000,71700,119100,138600,176800
32117,29.235588,-81.063969,Holly Hill,Volusia,Daytona Beach,FL,109200,,84900,122300,163700,
32118,29.209639,-81.002321,Daytona Beach,Volusia,Daytona Beach,FL,189700,,157400,227700,279800,441500
32119,29.161116,-81.02574,South Daytona,Volusia,Daytona Beach,FL,150200,,128100,171200,210900,
32124,29.170716,-81.141403,Daytona Beach,Volusia,Daytona Beach,FL,223800,,158400,218700,261400,
32127,29.106272,-80.97367,Port Orange,Volusia,Daytona Beach,FL,220600,,165100,215600,334400,545400
32128,29.100739,-81.071829,Port Orange,Volusia,Daytona Beach,FL,284000,,176000,273400,351500,458300
32129,29.136974,-81.023957,Port Orange,Volusia,Daytona Beach,FL,171400,,142800,174500,246300,
32130,29.148342,-81.341043,De Leon Springs,Volusia,Daytona Beach,FL,161300,,110000,174300,252500,
32131,29.684293,-81.562375,East Palatka,Putnam,Palatka,FL,136500,,,148100,,
32132,28.979895,-80.920866,Edgewater,Volusia,Daytona Beach,FL,142100,,122600,155200,,
32136,29.463717,-81.147387,Flagler Beach,Flagler,Daytona Beach,FL,285900,156800,224300,368200,472700,
32137,29.581507,-81.218196,Palm Coast,Flagler,Daytona Beach,FL,234500,,193400,284000,302600,442500
32140,29.762494,-81.866659,Florahome,Putnam,Palatka,FL,112000,,63700,130900,,
32141,28.928953,-80.919135,Edgewater,Volusia,Daytona Beach,FL,159500,,137800,160700,209600,
32145,29.677558,-81.421332,Hastings,Saint Johns,Jacksonville,FL,126300,,,147800,,
32159,28.933207,-81.898475,Lady Lake,Lake,Orlando,FL,209100,,185100,226200,360300,
32162,28.914383,-81.98956,The Villages,Sumter,The Villages,FL,247500,,196900,233400,,
32164,29.517748,-81.230696,Palm Coast,Flagler,Daytona Beach,FL,183300,,160500,176700,208400,260600
32168,28.963773,-81.029413,New Smyrna Beach,Volusia,Daytona Beach,FL,210400,116800,159900,235400,371700,431500
32169,28.965461,-80.866467,New Smyrna Beach,Volusia,Daytona Beach,FL,324900,169800,295100,414800,773600,1134300
32174,29.284784,-81.161348,Ormond Beach,Volusia,Daytona Beach,FL,229100,103600,141700,227300,332400,465700
32176,29.331582,-81.062507,Ormond Beach,Volusia,Daytona Beach,FL,221300,162000,171200,244100,337800,921800
32177,29.690907,-81.708149,Palatka,Putnam,Palatka,FL,83400,,52700,108600,215100,
32181,29.50798,-81.601987,Pomona Park,Putnam,Palatka,FL,121300,,54900,144000,,
32187,29.578946,-81.550038,San Mateo,Putnam,Palatka,FL,130600,,,,,
32195,28.98808,-81.886336,Weirsdale,Marion,Ocala,FL,238900,,141100,253300,,
32202,30.324716,-81.6472,Jacksonville,Duval,Jacksonville,FL,95200,,144600,100600,,
32204,30.317014,-81.680811,Jacksonville,Duval,Jacksonville,FL,182600,,203200,,337500,
32205,30.298806,-81.72124,Jacksonville,Duval,Jacksonville,FL,133800,64800,110700,135500,318500,519000
32206,30.350191,-81.638776,Jacksonville,Duval,Jacksonville,FL,67600,59700,53200,65800,121300,173700
32207,30.289637,-81.640966,Jacksonville,Duval,Jacksonville,FL,150200,,102500,153600,324500,670200
32208,30.39309,-81.682946,Jacksonville,Duval,Jacksonville,FL,91500,,62000,,125000,153000
32209,30.361015,-81.696254,Jacksonville,Duval,Jacksonville,FL,56100,,47800,57100,73900,104700
32210,30.266582,-81.745526,Jacksonville,Duval,Jacksonville,FL,120300,57100,91200,117100,181800,385600
32211,30.332207,-81.582792,Jacksonville,Duval,Jacksonville,FL,129700,,78800,129000,172100,201800
32216,30.277467,-81.582904,Jacksonville,Duval,Jacksonville,FL,150300,91700,117400,155300,232800,299500
32217,30.22918,-81.621158,Jacksonville,Duval,Jacksonville,FL,186800,42900,91100,184800,295400,527100
32218,30.487775,-81.667141,Jacksonville,Duval,Jacksonville,FL,159400,,89200,144300,200600,250300
32219,30.427093,-81.818966,Jacksonville,Duval,Jacksonville,FL,142700,,86600,128100,178500,244200
32220,30.368009,-81.871196,Jacksonville,Duval,Jacksonville,FL,159400,,95000,154000,204400,225200
32221,30.256279,-81.853581,Jacksonville,Duval,Jacksonville,FL,160700,,112700,145100,194800,256800
32222,30.216649,-81.828227,Jacksonville,Duval,Jacksonville,FL,179800,,,166300,195400,254000
32223,30.156644,-81.649266,Jacksonville,Duval,Jacksonville,FL,243300,,129900,218000,324600,473700
32224,30.270482,-81.468756,Jacksonville,Duval,Jacksonville,FL,265600,,125500,253500,369600,609500
32225,30.357756,-81.505829,Jacksonville,Duval,Jacksonville,FL,222500,70900,112800,199100,266300,407400
32226,30.481248,-81.506157,Jacksonville,Duval,Jacksonville,FL,223500,,180700,200500,238700,292400
32233,30.358873,-81.419388,Atlantic Beach,Duval,Jacksonville,FL,255700,,157200,250200,519500,926700
32234,30.225133,-81.984561,Jacksonville,Duval,Jacksonville,FL,149500,,95300,145300,190900,
32244,30.217669,-81.752545,Jacksonville,Duval,Jacksonville,FL,140400,,73600,138200,174900,225800
32246,30.29376,-81.517139,Jacksonville,Duval,Jacksonville,FL,164800,107100,114900,167900,255400,319700
32250,30.280559,-81.412074,Jacksonville Beach,Duval,Jacksonville,FL,347400,,277700,348700,491100,719600
32254,30.340961,-81.734788,Jacksonville,Duval,Jacksonville,FL,53500,,47300,54400,65500,
32256,30.175204,-81.472784,Jacksonville,Duval,Jacksonville,FL,170200,72500,117400,169000,385500,518400
32257,30.189349,-81.61247,Jacksonville,Duval,Jacksonville,FL,200300,,113400,198400,269900,388200
32258,30.140712,-81.551712,Jacksonville,Duval,Jacksonville,FL,229200,,158300,221000,276000,344600
32259,30.075017,-81.586854,Fruit Cove,Saint Johns,Jacksonville,FL,312500,,,246200,319400,425900
32266,30.317386,-81.409066,Neptune Beach,Duval,Jacksonville,FL,396100,,247900,369500,474800,
32277,30.37745,-81.593947,Jacksonville,Duval,Jacksonville,FL,159100,,,151200,214800,264600
32301,30.427753,-84.258472,Tallahassee,Leon,Tallahassee,FL,128100,,100200,145600,176800,
32303,30.515518,-84.341641,Tallahassee,Leon,Tallahassee,FL,133800,,86000,131400,171400,
32304,30.452484,-84.353057,Tallahassee,Leon,Tallahassee,FL,81800,,70600,87600,123000,
32305,30.332299,-84.300654,Tallahassee,Leon,Tallahassee,FL,95700,,,94800,,
32308,30.47745,-84.226927,Tallahassee,Leon,Tallahassee,FL,205500,,125500,196200,322200,
32309,30.56683,-84.097649,Tallahassee,Leon,Tallahassee,FL,244700,,,216500,317500,
32310,30.385436,-84.512181,Tallahassee,Leon,Tallahassee,FL,91000,,,93600,,
32311,30.3901,-84.180808,Tallahassee,Leon,Tallahassee,FL,188800,,106700,186000,321300,
32312,30.605283,-84.229562,Tallahassee,Leon,Tallahassee,FL,270400,,,216600,383400,611200
32317,30.470481,-84.116694,Tallahassee,Leon,Tallahassee,FL,251900,,,226600,295000,
32320,29.731734,-85.111872,Apalachicola,Franklin,,FL,154600,,214500,,,
32324,30.654712,-84.783254,Chattahoochee,Gadsden,Tallahassee,FL,56900,,52600,58000,,
32327,30.182261,-84.305327,Crawfordville,Wakulla,Tallahassee,FL,147300,,94500,145000,230500,257800
32328,29.751831,-84.909118,Eastpoint,Franklin,,FL,451600,,335800,,669900,
32333,30.607738,-84.417591,Havana,Gadsden,Tallahassee,FL,138300,,74300,141700,207300,209100
32343,30.478483,-84.504652,Midway,Gadsden,Tallahassee,FL,130000,,,130600,,
32346,29.990833,-84.384594,Panacea,Wakulla,Tallahassee,FL,241900,,150200,259400,,
32351,30.520125,-84.675081,Quincy,Gadsden,Tallahassee,FL,74200,,,74600,109400,179200
32352,30.662261,-84.591627,Quincy,Gadsden,Tallahassee,FL,85200,,56400,85300,182600,
32358,30.105666,-84.558003,Sopchoppy,Wakulla,Tallahassee,FL,144100,,,157500,,
32401,30.159737,-85.660922,Panama City,Bay,Panama City,FL,107600,69000,77500,122200,183400,252400
32404,30.189031,-85.506785,Panama City,Bay,Panama City,FL,155000,,99900,156000,226500,261100
32405,30.202068,-85.667403,Panama City,Bay,Panama City,FL,160400,,95800,161400,270000,360400
32407,30.198324,-85.790694,Panama City Beach,Bay,Panama City,FL,215800,,204700,243700,374800,
32408,30.142185,-85.732678,Panama City,Bay,Panama City,FL,222900,158000,227000,257700,382500,89200
32409,30.356756,-85.653691,Chipley,Washington,,FL,199800,,,199900,280300,
32413,30.3103,-85.905314,Panama City Beach,Bay,Panama City,FL,266800,167100,235600,281900,690500,1554000
32420,30.632365,-85.38457,Alford,Jackson,,FL,93400,,75000,129200,,
32428,30.61575,-85.572945,Chipley,Washington,,FL,103100,,89100,145000,216400,
32431,30.787482,-85.410816,Cottondale,Jackson,,FL,77900,,60600,99800,,
32433,30.851178,-86.200838,Defuniak Springs,Walton,Crestview-Fort Walton Beach-Destin,FL,116900,,97000,120900,184600,
32435,30.648635,-86.1302,Defuniak Springs,Walton,Crestview-Fort Walton Beach-Destin,FL,118800,,87500,118400,239300,
32438,30.501235,-85.424174,Fountain,Bay,Panama City,FL,94800,,68200,124900,,
32439,30.468323,-86.112017,Freeport,Walton,Crestview-Fort Walton Beach-Destin,FL,203700,,,213000,282300,325800
32440,30.922426,-85.52619,Graceville,Jackson,,FL,87400,,68000,106200,,
32442,30.678516,-85.016877,Grand Ridge,Jackson,,FL,77800,,66700,95900,,
32443,30.872521,-85.10942,Greenwood,Jackson,,FL,80600,,,,,
32444,30.239945,-85.6516,Lynn Haven,Bay,Panama City,FL,199500,,131300,189700,282100,388500
32446,30.848192,-85.231403,Marianna,Jackson,,FL,111100,,84700,146300,205400,
32448,30.671012,-85.223312,Marianna,Jackson,,FL,73000,,67400,96100,,
32456,29.838635,-85.298379,Port Saint Joe,Gulf,Panama City,FL,239100,,227600,266300,426100,
32459,30.360668,-86.185532,Santa Rosa Beach,Walton,Crestview-Fort Walton Beach-Destin,FL,452300,257200,,407900,819000,1691600
32460,30.764089,-84.954234,Sneads,Jackson,,FL,73700,,66700,91300,,
32462,30.5542,-85.833399,Vernon,Washington,,FL,92500,,122600,151100,,
32465,30.007868,-85.181889,Wewahitchka,Gulf,Panama City,FL,106300,,108200,150100,,
32466,30.394388,-85.512372,Youngstown,Bay,Panama City,FL,156300,,96700,161700,220000,
32501,30.428781,-87.222515,Pensacola,Escambia,Pensacola,FL,90400,,96500,144800,,
32502,30.409367,-87.223506,Pensacola,Escambia,Pensacola,FL,85300,,,,,
32503,30.459667,-87.213643,Pensacola,Escambia,Pensacola,FL,149800,,104900,161300,270200,
32504,30.472486,-87.186673,Pensacola,Escambia,Pensacola,FL,149700,,80400,141400,230300,
32505,30.454624,-87.26065,Pensacola,Escambia,Pensacola,FL,66700,,55400,69800,122400,
32506,30.391628,-87.369394,Pensacola,Escambia,Pensacola,FL,123400,,70900,125700,187800,
32507,30.340176,-87.37434,Pensacola,Escambia,Pensacola,FL,222400,,204400,201200,299400,
32514,30.531268,-87.221604,Pensacola,Escambia,Pensacola,FL,144700,,83500,147000,206000,
32526,30.499226,-87.365573,Pensacola,Escambia,Pensacola,FL,136900,,75100,132300,192300,
32531,30.884038,-86.683468,Baker,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,159300,,92600,156000,223700,
32533,30.610506,-87.326783,Cantonment,Escambia,Pensacola,FL,176000,,,163700,229000,
32534,30.528939,-87.281718,Pensacola,Escambia,Pensacola,FL,126300,,,133300,178800,
32535,30.963698,-87.346175,Century,Escambia,Pensacola,FL,88600,,,,,
32536,30.763783,-86.591616,Crestview,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,165500,,85900,150000,210100,263500
32539,30.779757,-86.47881,Crestview,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,146000,,77900,134900,199100,245000
32541,30.392765,-86.469506,Destin,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,324300,198400,218700,328100,614700,1065200
32547,30.474544,-86.667742,Wright,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,174600,,97100,175200,252800,317000
32548,30.403001,-86.650482,Fort Walton Beach,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,182900,169200,118200,166400,231300,279500
32550,30.384938,-86.345477,Miramar Beach,Walton,Crestview-Fort Walton Beach-Destin,FL,372300,194900,297600,433400,726200,1328800
32561,30.347061,-87.113185,Gulf Breeze,Santa Rosa,Pensacola,FL,400300,,224200,290500,553700,812400
32563,30.396949,-87.028472,Gulf Breeze,Santa Rosa,Pensacola,FL,224400,,134700,206300,320800,620600
32564,30.728808,-86.781915,Holt,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,140200,,101300,143200,,
32565,30.892603,-87.131683,Jay,Santa Rosa,Pensacola,FL,132100,,83200,137200,199300,
32566,30.435956,-86.880343,Navarre,Santa Rosa,Pensacola,FL,231000,161800,,204100,274200,376100
32567,30.923726,-86.449136,Crestview,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,130700,,89100,124800,,
32568,30.873178,-87.449977,Mc David,Escambia,Pensacola,FL,123000,,,,,
32569,30.410287,-86.731484,Mary Esther,Okaloosa,Crestview-Fort Walton Beach-Destin,FL,174100,,120600,173700,229800,
